class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U396cDbhvLZQ,(Gambara 2014),,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,part_of,,,,,,,,,"Poems of Love, 15",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U396cDbhvLZQ,(Gambara 2014),,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,4fDhYU3XG7xF,54741304408170023653,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
