class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,identifier,http://www.wikidata.org/entity/Q59533105,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,described_by_source,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,work_location,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,member_of,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,related_to,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,notable_work,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,interested_in,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FAjDAyPWAxLj,271424618460527827370,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",18043.0
