class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_value,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,based_on_value,catalog_identifier_value
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,identifier,http://www.wikidata.org/entity/Q546203,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,described_by_source,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,title,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,inception,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,has_version,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,contributor,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mrzJsD4JeQMs,Virgil,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kVrAkrexneyx,pastoral,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,has_part,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,based_on,,,,,,,,,,,,,,,
Book,Eclogues,,,Eclogues,Eclogues.md,hLjDKnMkXRqd,811578366209974279757,catalog_identifier,,,,,,,,,,,,,,,
