class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WsQJYjxufGKj', 'label': 'Laura Terracina'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ,author,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kFghMqXMQGVb,Dianora Sanseverino,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,part_of,,,,,,,,All'Ill. Donna Dianora Sanseverina.,10.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RKTcVMFKo3J8,Quinte Rime della signora Laura Terracina detta Phebea nell'Academia de gl'Incogniti,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7WeFjGjWjnCx,assonance,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",aHk576iUineE,666046402174843419315,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
