class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,type of musical work,type of musical work.md,type of musical work,Vs68fy7TA24g,574935078997093200488,instance_of,,,
Concept,type of musical work,type of musical work.md,type of musical work,Vs68fy7TA24g,574935078997093200488,subclass_of,,,
Concept,type of musical work,type of musical work.md,type of musical work,Vs68fy7TA24g,574935078997093200488,identifier,,,http://www.wikidata.org/entity/Q107487333
