class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_reference,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,identifier,http://www.wikidata.org/entity/Q15401863,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,described_by_source,,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8kqPPD2dhVdf,Salerno,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,member_of,,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM,patron of the arts,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J82PkibLWFG6,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM', 'label': 'patron of the arts'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gVSttRUbFw6e', 'label': '(Faini 2020)'}]",Ortensio Lando,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,catalog_identifier,,,,,,,,,,,,,,,,,,,
Agent,Isabella Villamarina,Princess of Salerno,,Isabella Villamarina,Isabella Villamarina.md,AUBW6dFrPNFf,174560357964517440646,present_in_work,,,,,,,,,,,,,,,,,,,
