class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,identifier,http://www.wikidata.org/entity/Q105621775,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,described_by_source,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,work_location,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,member_of,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,related_to,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,notable_work,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,interested_in,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,catalog_identifier,,,,,,,,,,,,,,,
Agent,Alessandro Savioli,,,Alessandro Savioli,Alessandro Savioli.md,PcoxH8gLXvkz,445954893538210387706,present_in_work,,,,,,,,,,,,,,,
