class,aliases,description,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['sheet music', 'partiture', 'score', 'musical score']",Musical notation rendering multiple voices vertically. Use partbook for separate parts.,music score,music score.md,music score,FcRrGt78cbeW,280727293190071396636,instance_of,,,
Concept,"['sheet music', 'partiture', 'score', 'musical score']",Musical notation rendering multiple voices vertically. Use partbook for separate parts.,music score,music score.md,music score,FcRrGt78cbeW,280727293190071396636,subclass_of,,,
Concept,"['sheet music', 'partiture', 'score', 'musical score']",Musical notation rendering multiple voices vertically. Use partbook for separate parts.,music score,music score.md,music score,FcRrGt78cbeW,280727293190071396636,identifier,,,http://www.wikidata.org/entity/Q187947
