class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,identifier,http://www.wikidata.org/entity/Q58662,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,described_by_source,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,work_location,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,member_of,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jNwME2rcQTYG,astronomer,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,related_to,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,notable_work,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,interested_in,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,catalog_identifier,,,,,,,,,,,,,,,
Agent,Peter Apian,,['Petrus Apianus'],Peter Apian,Peter Apian.md,aa56E8kTgAo3,671953386976575392440,present_in_work,,,,,,,,,,,,,,,
