class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,HY889E59KdVv,320438289783745782817,isbn,978-0-8108-6033-9,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,HY889E59KdVv,320438289783745782817,described_by_source,,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,HY889E59KdVv,320438289783745782817,part_of,,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,HY889E59KdVv,320438289783745782817,citation,,,,"Perrucci, Andrea. (1699) 2008. A Treatise on Acting, from Memory and by Improvisation (1699). Edited by Francesco Cotticelli and Thomas F. Heck. Translated by Anne Goodrich Heck. Scarecrow Press."
