class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,member_of,,,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,related_to,,,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,notable_work,,,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,interested_in,,,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,catalog_identifier,,,,,,,,,,,,,,
Agent,Stefano de Alessi,Stefano de Alessi.md,Stefano de Alessi,b7CUVDNtd6Nx,682861328077397021295,present_in_work,,,,,,,,,,,,,,
