class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,circa,,['ca.'],circa,circa.md,QWmtzgCRQ9wY,464405526033460118622,identifier,http://www.wikidata.org/entity/Q5727902,,,,
Concept,circa,,['ca.'],circa,circa.md,QWmtzgCRQ9wY,464405526033460118622,described_by_source,,,,,
Concept,circa,,['ca.'],circa,circa.md,QWmtzgCRQ9wY,464405526033460118622,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EmPVnzYMyNiG,sourcing circumstance,
Concept,circa,,['ca.'],circa,circa.md,QWmtzgCRQ9wY,464405526033460118622,subclass_of,,,,,
