class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label,identifier_value,described_by_source_value,described_by_source_label
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2bhdRbc5uz6o,villanella,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7SkukMmayjC,incomplete,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SkU8K6nXSqeb,Andrea Calmo,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hiE7NEWM6ThN,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,text,,,,,,,,,,,"Occhi lusenti onesti e amorosetti
Occhi soavi e cari
Occhi sereni vagh'e lizadretti
Occhi bei neri e chiari
Daspuò che no ve vezo
Sto mal imò sto pezo
Deh occhi fé retorno
Azzò no mora un zorno.",,,,,,,,,,,,,
MusicComposition,Occhi lusenti onesti e amorosetti (Agostini),Occhi lusenti onesti e amorosetti (Agostini).md,Occhi lusenti onesti e amorosetti (Agostini),VW6eakq8m9xe,567335711715947573922,language,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UzQqDq2qMKwd,Venetian,,,,,,,,,,,
