class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2brEqdcLsYfo,Giordano Bruno,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EZyWiRFbTrfU,De l'infinito universo et mondi,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKwdk5uSxc8v,juxtaposition,,,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUxMMRYHpPZP,night,,,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Uscito de priggione angusta, et nera",,,"Uscito de priggione angusta, et nera","Uscito de priggione angusta, et nera.md",fCEzHoEWpJJ4,767231117807742405959,text,,,,,,,,,,,,,,,,,,,,,,"Uscito de priggione angusta, et nera,  
Ove tant'anni error stretto m'avinse;  
Qua lascio la cathena, che mi cinse  
La man di mia nemica invid'et fera.

Presentarmi a la notte fosca sera  
Oltre non mi potrà, perché chi vinse  
Il gran Python, et del suo sangue tinse  
L'acqui del mar, ha spinta mia Megera.

A te mi volgo, e assorgo, alma mia voce;  
Ti ringratio mio sol, mia diva luce;  
Ti consacro il mio cor, eccelsa mano:

Che m'avocaste da quel graffio atroce,  
Ch'a meglor stanze a me ti festi duce,  
Ch'il cor attrito mi rendeste sano."
