class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_quantity,instrumentation_value,instrumentation_label,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F103580000010101_000000171200C,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jjdWLDnqqpF4,Francesco Maria Caccianemici,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YeXJ44YF9pZv,Vincenzo Neriti da Salò,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9v3Y7pzSBWAB,Di Vincenzo Neriti di Salò il terzo libro di canzonette a quattro voci,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQL5yoyTLQcN,bassus,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YpD8xTW34ppx,altus,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/egtVGoqDNy4L,cantus,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,based_on,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DWK2z54uwKH2,Filli caro ben mio,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,derivative_work,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,text,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,language,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,subject,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,poetic_type,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,depicts,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Filli caro ben mio (Neriti),,,Filli caro ben mio (Neriti),Filli caro ben mio (Neriti).md,hYSv2rvRjdPm,815819326853242976224,metre,,,,,,,,,,,,,,,,,,,,,,
