class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,part_of_label,citation_value
BibliographicResource,(Torelli Benedetti 2013),,['torellibenedettiParteniaPastoralPlay2013'],(Torelli Benedetti 2013),(Torelli Benedetti 2013).md,7jZE4VprxTDS,118221103389442464030,isbn,978-0-7727-2136-5,,,,
BibliographicResource,(Torelli Benedetti 2013),,['torellibenedettiParteniaPastoralPlay2013'],(Torelli Benedetti 2013),(Torelli Benedetti 2013).md,7jZE4VprxTDS,118221103389442464030,described_by_source,,,,,
BibliographicResource,(Torelli Benedetti 2013),,['torellibenedettiParteniaPastoralPlay2013'],(Torelli Benedetti 2013),(Torelli Benedetti 2013).md,7jZE4VprxTDS,118221103389442464030,part_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z2KCTpRcFrQm,The Other Voice in Early Modern Europe,
BibliographicResource,(Torelli Benedetti 2013),,['torellibenedettiParteniaPastoralPlay2013'],(Torelli Benedetti 2013),(Torelli Benedetti 2013).md,7jZE4VprxTDS,118221103389442464030,citation,,,,,"Torelli Benedetti, Barbara. 2013. Partenia, a Pastoral Play: A Bilingual Edition. Translated by Lisa Sampson and Barbara Burgess-Van Aken. The Other Voice in Early Modern Europe: The Toronto Series, v. 22. Chicago: Iter Press."
