class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['ingegno', 'creativity']",ingenuity,ingenuity.md,ingenuity,755zYzGryekA,104290954454715627500,instance_of,,,
Concept,"['ingegno', 'creativity']",ingenuity,ingenuity.md,ingenuity,755zYzGryekA,104290954454715627500,subclass_of,,,
Concept,"['ingegno', 'creativity']",ingenuity,ingenuity.md,ingenuity,755zYzGryekA,104290954454715627500,identifier,,,http://www.wikidata.org/entity/Q19357667
