class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,cruelty,,,cruelty,cruelty.md,Pa4QNekN7kQ5,444954159083991792075,identifier,http://www.wikidata.org/entity/Q1936750,,,
Concept,cruelty,,,cruelty,cruelty.md,Pa4QNekN7kQ5,444954159083991792075,described_by_source,,,,
Concept,cruelty,,,cruelty,cruelty.md,Pa4QNekN7kQ5,444954159083991792075,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M9v9sybhbuvS,personality trait
