class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/037180000040101_000000159300C,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BVmVM3rL2WcH,Giulio Renaldi,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QWHwQ3aJXMEn,Tarquinio Merula,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eKf7zw7YBfBf,"Il Primo Libro de Madrigali concertati a quattro, cinque, sei, sette, et otto voci, con il suo basso continuo di Tarquinio Merula",,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EVpEEB8YRkBe,Canta Urania la parte,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania la parte (Merula),,,Canta Urania la parte (Merula),Canta Urania la parte (Merula).md,BNxNU4cQRBiz,193309024111877785307,metre,,,,,,,,,,,,,,,,,,,,
