class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,identifier,http://www.wikidata.org/entity/Q118120232,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,described_by_source,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kCJ6Wh9v2ggw,Parma,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,member_of,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,related_to,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,notable_work,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,interested_in,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",17308.0,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,BDccosromN4f,189925293661513256545,present_in_work,,,,,,,,,,,,,,,,,
