class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_value,member_role,member_value,member_reference,member_label,interested_in_value,notable_work_value
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,instance_of,[[academy]],,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,inception,,1540.0,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,dissolved,,,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,location,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,official_website,,,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,catalog_identifier,,,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,member,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/joaxpdFod2Jb', 'label': 'founder'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TdyZG6fXKCLc,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Benedetto Varchi,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,interested_in,,,,,,,,,,,,,
Organisation,['Accademia degli Umidi di Firenze'],Accademia Fiorentina,Accademia Fiorentina.md,Accademia Fiorentina,2ogdnLXMgrhJ,16536842140846200577,notable_work,,,,,,,,,,,,,
