class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,villanella,,,villanella,villanella.md,QypSgehNnySf,474196547971251280720,identifier,http://www.wikidata.org/entity/Q2273147,,,
Concept,villanella,,,villanella,villanella.md,QypSgehNnySf,474196547971251280720,described_by_source,,,,
Concept,villanella,,,villanella,villanella.md,QypSgehNnySf,474196547971251280720,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Vs68fy7TA24g,type of musical work
