class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ksGcW9hPLv6x,Barbara Torelli Benedetti,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8bcRKeoRwLYe,"Barbara Torelli, 1",(van Dooren 1992),,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n3tGuCy85e5j,betrayal,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,depicts,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,text,,,,,,,,,,,,,,,,,,,,"Spenta è d’Amor la face, il dardo è rotto,
E l’arco e la faretra e ogni sua possa,
Poi che ha Morte crudel la pianta scossa,
A la cui ombra cheta io dormia sotto.

Deh perché non poss’io la breve fossa
Seco entrar, dove l’ha il destin condotto,
Colui che appena cinque giorni e otto
Amor legò pria de la gran percossa?

Vorrei col foco mio quel freddo ghiaccio
Intepidire, e rimpastar col pianto
La polve, e ravvivarla a nuova vita:

E vorrei poscia, baldanzosa e ardita,
Mostrarlo a lui, che ruppe il caro laccio,
E dirgli: – Amor, mostro crudel, può tanto.",,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",7wySFAWbc2Gc,122719296444987065845,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
