class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,['artistic movement'],art movement,art movement.md,art movement,AGNhrVxei8Gy,170287135554936500377,instance_of,,,,
Concept,['artistic movement'],art movement,art movement.md,art movement,AGNhrVxei8Gy,170287135554936500377,subclass_of,,,,
Concept,['artistic movement'],art movement,art movement.md,art movement,AGNhrVxei8Gy,170287135554936500377,opposite_of,,,,
Concept,['artistic movement'],art movement,art movement.md,art movement,AGNhrVxei8Gy,170287135554936500377,identifier,,,,http://www.wikidata.org/entity/Q968159
