class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036264,,,,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,described_by_source,,,,,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,title,,,,,Della noua scelta di rime di diuersi eccellenti scrittori de l'età nostra parte prima nouamente raccolte et mandate in luce per Benedetto Varoli,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,inception,,,,,,1590.0,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,has_version,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE036264,1590.0,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,contributor,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FJzQoB8QSGjd', 'label': 'editor'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3mr9S7Z4tCWu,Benedetto Varoli,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,subject,,,,,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,has_part,,,,,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,based_on,,,,,,,,,,,,,,,
Book,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,,,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima,Della nova scelta di rime di diversi eccellenti scrittori de l'età nostra parte prima.md,kuMLasLJztzq,885294243162335003822,catalog_identifier,,,,,,,,,,,,,,,
