class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,work_location,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,member_of,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JD38F6WZ6Bni,condottiero,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,related_to,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M6n3D9mxj5sQ,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EGhZrKVC8j78', 'label': 'parent'}",Ortensia Colonna,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,notable_work,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,interested_in,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,present_in_work,,,,,,,,,,,,,,,,
Agent,Marcantonio I Colonna,Marcantonio I Colonna.md,Marcantonio I Colonna,5Zn6oMEEuYJL,73410731626333590165,identifier,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q3845424
