class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,identifier,http://www.wikidata.org/entity/Q3665524,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,work_location,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hf6JDFWQ8eAj,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Accademia degli Assorditi di Urbino,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,related_to,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,notable_work,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,interested_in,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5263.0,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,6MRHtMq4jwD6,89570086356998213632,present_in_work,,,,,,,,,,,,,,,,,,
