class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,['gigante'],giant,giant.md,giant,TKWBXKiEyath,522230965057273495257,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,,
Concept,['gigante'],giant,giant.md,giant,TKWBXKiEyath,522230965057273495257,subclass_of,,,,,
Concept,['gigante'],giant,giant.md,giant,TKWBXKiEyath,522230965057273495257,opposite_of,,,,,
Concept,['gigante'],giant,giant.md,giant,TKWBXKiEyath,522230965057273495257,identifier,,,,,http://www.wikidata.org/entity/Q3707571
