class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publisher,has_version_place_of_publication,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,title,,,Rime d'Isabella Andreini padouana comica Gelosa. Dedicate all'illustriss. & reuerendiss. sig. il sig. cardinal S. Giorgio Cinthio Aldobrandini,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,inception,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,has_version,,,,,http://id.sbn.it/bid/SBLE000475,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/W4f9PenDp3eF', 'label': 'Girolamo Bordone'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QMFSYBz2vKMc', 'label': 'Milano'}]",https://books.google.be/books?id=ZQI4KhpLdgEC,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,contributor,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,subject,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,has_part,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,based_on,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,U7Pmih35JHCN,538481815565313711407,catalog_identifier,,,,,,,,,,,,,,,
