class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Livorno,,,Livorno,Livorno.md,Z7p2YqqXmSnd,641815290879010470869,identifier,http://www.wikidata.org/entity/Q6761,,,,,
Place,Livorno,,,Livorno,Livorno.md,Z7p2YqqXmSnd,641815290879010470869,described_by_source,,,,,,
Place,Livorno,,,Livorno,Livorno.md,Z7p2YqqXmSnd,641815290879010470869,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Livorno,,,Livorno,Livorno.md,Z7p2YqqXmSnd,641815290879010470869,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
