class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,['water source'],natural spring,natural spring.md,natural spring,82udY6Qaxxsk,124143282736176094875,instance_of,,,
Concept,['water source'],natural spring,natural spring.md,natural spring,82udY6Qaxxsk,124143282736176094875,subclass_of,,,
Concept,['water source'],natural spring,natural spring.md,natural spring,82udY6Qaxxsk,124143282736176094875,identifier,,,http://www.wikidata.org/entity/Q124714
