class,label,description,aliases,base_name,filename,id,n_id,property,identifier_https,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,identifier,//repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F000520000101_PPPP00011000C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,part_of,,,,,,,,,Mad. XV,39.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7Pmih35JHCN,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jpEmjHi9Ym4c,alchemy,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YNz7hZ7AqXJk,weeping,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bRAwscJNiqSd,ice,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M5s27pP8VYFC,Sun,,,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Al'apparir del Sole,,,Al'apparir del Sole,Al'apparir del Sole.md,EV9sZA5UkRTL,257455679806517107935,text,,,,,,,,,,,,,,,,,,,,,,,,,"Al’apparir del Sole
La neve in liquid'onde
Per sua natura distillar si suole.
Io (lassa) quando il mio bel Sol s’asconde
Verso da gli occhi tanto
Humor, che tutta mi distillo in pianto."
