class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PBEhrmkec4qK,Lucrezia Marinella,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2WkCBmYy3BbW,Orazio Visdomini,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,part_of,,,,,,,,Sonetto del molto Illustre Signor. Il Sig. Oratio Visdomini. Alla molto Magnifica Sig. La Signora Lucretia Marinella.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WShmLq8ZHqk5,"Le nobiltà, et eccellenze delle donne",,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4Q6mPjKkDUQ,querelle des femmes,,,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,"Poco è il mostrar, ch'a noi risplende il Sole",,,"Poco è il mostrar, ch'a noi risplende il Sole","Poco è il mostrar, ch'a noi risplende il Sole.md",e7e3KgUBKxUm,744931361418640939732,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
