class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,subclass_of_value
Concept,arie per cantare,"Musical compositional patterns for singers in order to accompany stanzas of poems, such as ottava rimas, tercets and sonnets.",,arie per cantare,arie per cantare.md,cgmxQCgD8ucn,715657036371073686281,identifier,,,,
Concept,arie per cantare,"Musical compositional patterns for singers in order to accompany stanzas of poems, such as ottava rimas, tercets and sonnets.",,arie per cantare,arie per cantare.md,cgmxQCgD8ucn,715657036371073686281,described_by_source,,,,
Concept,arie per cantare,"Musical compositional patterns for singers in order to accompany stanzas of poems, such as ottava rimas, tercets and sonnets.",,arie per cantare,arie per cantare.md,cgmxQCgD8ucn,715657036371073686281,instance_of,,,,
Concept,arie per cantare,"Musical compositional patterns for singers in order to accompany stanzas of poems, such as ottava rimas, tercets and sonnets.",,arie per cantare,arie per cantare.md,cgmxQCgD8ucn,715657036371073686281,subclass_of,,,,
