class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,identifier,http://www.wikidata.org/entity/Q84146,,,,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DVnLVXg56sdF,(Schleuse 2015),,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8tPVnRB4bHFR,Modena,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,member_of,,,,,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,related_to,,,,,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,notable_work,,,,,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,interested_in,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Orazio Vecchi,,,Orazio Vecchi,Orazio Vecchi.md,dpY4EJejw4PK,739100820250107392255,present_in_work,,,,,,,,,,,,,,,,,,
