class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,identifier,http://www.wikidata.org/entity/Q1399,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/L2FyhVSPZ7e4,(Brown 2020),,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,member_of,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8gFvD2DbXwH,playwright,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,related_to,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,notable_work,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,interested_in,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,VJHgvh7b7uBn,563061439648355898374,present_in_work,,,,,,,,,,,,,,,,,
