class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,Sun,Sun.md,Sun,M5s27pP8VYFC,393479430962825722261,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MiEZVRza7UDo,celestial body,,
Concept,Sun,Sun.md,Sun,M5s27pP8VYFC,393479430962825722261,subclass_of,,,,
Concept,Sun,Sun.md,Sun,M5s27pP8VYFC,393479430962825722261,identifier,,,,http://www.wikidata.org/entity/Q525
