class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_source,catalog_identifier_value
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,identifier,http://www.wikidata.org/entity/Q1433261,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,described_by_source,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,work_location,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,member_of,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,occupation,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,related_to,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,notable_work,,,,,,,,,,,,,,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SrVPa4TA2i3P,satire,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kNR7wGs7pHDt,humorous poetry,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dkw9yTeHkpNT,heterodoxy,,
Agent,Jacopo Bonfadio,,['Iacopo Bonfadio'],Jacopo Bonfadio,Jacopo Bonfadio.md,FX9tMBFoYMbH,278815734373372582290,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",9255.0
