class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['persistence', 'perseveranza', 'costanza']",perseverance,perseverance.md,perseverance,jNVGi7b6DTsP,853485690112169758458,instance_of,,,
Concept,"['persistence', 'perseveranza', 'costanza']",perseverance,perseverance.md,perseverance,jNVGi7b6DTsP,853485690112169758458,subclass_of,,,
Concept,"['persistence', 'perseveranza', 'costanza']",perseverance,perseverance.md,perseverance,jNVGi7b6DTsP,853485690112169758458,identifier,,,http://www.wikidata.org/entity/Q368671
