class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TpmQdb6nnch6,Costanza d'Avalos Piccolomini,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,part_of,,,,,,,,74.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AqfSVRY3KtFh,1.0,Costanza d'Avalo.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Ghhytt8oGxa,shadow,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8dKKupcf2zK,flying,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7c9f6d4Y2VnP,storm,,,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Dalle tenebre oscure al lume chiaro,The author compares her love passion with the feeling of leaving the Earth and the freedom of flight.,,Dalle tenebre oscure al lume chiaro,Dalle tenebre oscure al lume chiaro.md,ehRPaGWpmwik,757160182767843922113,text,,,,,,,,,,,,,,,,,,,,,,,,,"Dalle tenebre oscure al lume chiaro
Col puro alto pensier, che dolcemente
Acqueta l'alma, e fa lieta la mente
M'invio, lasciando il peso, e il cibo amaro.

Ivi l'ardente mio celeste, e caro
Divino Amor mi pasce sì sovente
Delle delizie sue, che leggermente
Volo dal Mondo d'ogni bene avaro.

Non pon turbarmi sì felice stato
Turbini, o venti, che girando intorno
Dimostran vana forza in dar tempesta:

Che il mio tranquillo Ciel vien dall'amato
Raggio del vivo Sol del vero giorno,
Ch'ogni sereno, ogni bell'aurea desta."
