class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,subclass_of_value,opposite_of_value,opposite_of_label
Concept,employer,,,employer,employer.md,eHyTL2CjigPa,748675047452480261339,identifier,http://www.wikidata.org/entity/Q3053337,,,,,
Concept,employer,,,employer,employer.md,eHyTL2CjigPa,748675047452480261339,described_by_source,,,,,,
Concept,employer,,,employer,employer.md,eHyTL2CjigPa,748675047452480261339,instance_of,,,,,,
Concept,employer,,,employer,employer.md,eHyTL2CjigPa,748675047452480261339,subclass_of,,,,,,
Concept,employer,,,employer,employer.md,eHyTL2CjigPa,748675047452480261339,opposite_of,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dgKg5TTeCUfa,employee
