class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_start_date,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,identifier,http://www.wikidata.org/entity/Q136765281,,,,,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UxmGCpHFzciy,(Sampson 2020),,,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kCJ6Wh9v2ggw,Parma,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Tg2twUHRexM5,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UxmGCpHFzciy', 'label': '(Sampson 2020)'}, {'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",1580.0,Accademia degli Innominati di Parma,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,occupation,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8gFvD2DbXwH,playwright,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,related_to,,,,,,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,notable_work,,,,,,,,,,,,,,,,,,,,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,interested_in,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WjkwkY3qDEUr,pastoral drama,,,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,catalog_identifier,,,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0480,
Agent,Barbara Torelli Benedetti,,,Barbara Torelli Benedetti,Barbara Torelli Benedetti.md,c4Zf7mDdY26s,702545692482027399265,present_in_work,,,,,,,,,,,,,,,,,,,,,,
