class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Place,Firenze,,"['Florence', 'Fiorenza']",Firenze,Firenze.md,Hm8LNCNr7Wxn,325146085598304547559,identifier,http://www.wikidata.org/entity/Q2044,
Place,Firenze,,"['Florence', 'Fiorenza']",Firenze,Firenze.md,Hm8LNCNr7Wxn,325146085598304547559,described_by_source,,
