class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['mille', '1000', 'one thousand']",thousand,thousand.md,thousand,PkJjQdNqm3ok,448665533882474440767,instance_of,,,
Concept,"['mille', '1000', 'one thousand']",thousand,thousand.md,thousand,PkJjQdNqm3ok,448665533882474440767,subclass_of,,,
Concept,"['mille', '1000', 'one thousand']",thousand,thousand.md,thousand,PkJjQdNqm3ok,448665533882474440767,identifier,,,http://www.wikidata.org/entity/Q43016
