class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,identifier,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,described_by_source,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,member_of,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/W55xYwnoyjmL,senior,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,related_to,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,notable_work,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,interested_in,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Dottor Graziano,Commedia dell'arte character mocking erudite scholars.,['Dottor Gratiano'],Dottor Graziano,Dottor Graziano.md,bno4K4k5MDJK,697200235027978729403,present_in_work,,,,,,,,,,,,,,,,
