class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_external_source,has_version_note,contributor_value,subject_value,has_part_value,instrumentation_value
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,identifier,https://edit16.iccu.sbn.it/titolo/CNCE045793,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV19950010,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,identifier,https://rism.online/sources/990060500,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,title,,,,,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone nouamente composti, & dati in luce",,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,inception,,,,,,,1583.0,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE045793,1583.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ah3xiLm7tVeM', 'label': 'Angelo Gardano'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",https://stimmbuecher.digitale-sammlungen.de/view?id=bsb00080490,The partbooks miss pages 19-22.,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,contributor,,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,subject,,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,has_part,,,,,,,,,,,,,,,,,
NotatedMusic,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone","Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone.md",g96FYp27wF6G,786725343907312683275,instrumentation,,,,,,,,,,,,,,,,,
