class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,biography,,,biography,biography.md,Yke38uGdfuBG,634511174259328342358,identifier,http://www.wikidata.org/entity/Q36279,
Concept,biography,,,biography,biography.md,Yke38uGdfuBG,634511174259328342358,described_by_source,,
