class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_volume,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drYc2kkZgZmi,Innocenzio Ringhiero,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLmkQV9MHrnh,3.0,Madrigale da cantarsi per le sirene.,14.0,"Cento giuochi liberali, et d'ingegno",,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACvoYRbWWiw7,mermaid,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5PPMvehXX5tk,ocean,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SdFEzi7he4AR,dance,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,aKvcAqJKHmyq,666837445086080980367,text,,,,,,,,,,,,,,,,,,,,,,,,"ALMO delle false onde,
Immortal Re felice,
Cui vive ogni beltà che in lor s'asconde,
Se di pregar ne lice,
Dal più quieto ascolta
Tuo Gorgo, di Sirene il dolce canto,
E in liete schiere accolta,
Oda tutta del Mar l'humida gente,
E danzi tocchi i fermi Lidi involta,
Mentre a l'alto s'invia
Da l'Indo il Sol nascente a l'Armonia."
