class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,country_value,identifier_value
Place,France,France.md,France,ZzLAhWj9aKSv,660102058220418562633,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bNybz8kUGyM,country,,
Place,France,France.md,France,ZzLAhWj9aKSv,660102058220418562633,country,,,,
Place,France,France.md,France,ZzLAhWj9aKSv,660102058220418562633,identifier,,,,http://www.wikidata.org/entity/Q142
