class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/APcw3ZUjQEAq,Girolamo Muzio,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,part_of,,,,,,,,4.0,Girolamo Mutio.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Donna reale, a cui dal Sol superno",,,"Donna reale, a cui dal Sol superno","Donna reale, a cui dal Sol superno.md",6NUirZun9AtP,89953956307855117422,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
