class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,part_of,,,,,,,,169.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h3THWXv6qB74,Madrigali,Rime di madonna Gaspara Stampa,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,subject,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mUmjH8v3mmFT,Cupid,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8L7r7PFGP7NH,arrow,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c4Xg69omaPKA,thousand,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c4Xg69omaPKA,thousand,,,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,L'empio tuo strale Amore,,,L'empio tuo strale Amore,L'empio tuo strale Amore.md,kk39LcQ7brPV,881920363262572608372,text,,,,,,,,,,,,,,,,,,,,,,,"L' EMPIO tuo strale Amore,
È più crudo, e più forte
Assai che quel di Morte,
Che per Morte una volta sol si more;
E tu col tuo colpire,
Uccidi mille, e non si può morire;
Dunque Amore, è men male
La Morte, che'l tuo strale."
