class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,madrigale,madrigale.md,madrigale,LEWu9yEF83UP,375974137451962281762,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d8pY5kFd7FsT,poetic form,,
Concept,madrigale,madrigale.md,madrigale,LEWu9yEF83UP,375974137451962281762,subclass_of,,,,
Concept,madrigale,madrigale.md,madrigale,LEWu9yEF83UP,375974137451962281762,identifier,,,,http://www.wikidata.org/entity/Q338699
