class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,identifier,http://www.wikidata.org/entity/Q810966,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,described_by_source,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,work_location,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,member_of,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,related_to,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,notable_work,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,interested_in,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5146.0,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,2hzh3As9hqrE,14479329792280885905,present_in_work,,,,,,,,,,,,,,,,
