class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,instrumentation_value
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,identifier,http://id.sbn.it/bid/MUS0020086,,,,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EFo7AHHEorLS,(Terzaghi 2017),,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WvmFTcvTNiwA,opera,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,title,,,,,,L' Apollo di Ottavio Tronsarelli,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,inception,,,,,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,has_version,,,,,,,,http://id.sbn.it/bid/MUS0020086,1634.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE', 'label': 'Roma'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bgMijkuarQNu', 'label': 'Francesco Corbelletti'}",,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3SbH2BmAUWvM', 'label': 'librettist'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iRCYDktcXg33,Ottavio Tronsarelli,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4q38qZbHK3Y,Apollo,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,has_part,,,,,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,CCkU6SCKBJRW,210248999454110766235,instrumentation,,,,,,,,,,,,,,,,,,
