class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,part_of,,,,,,,,72.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LNxSnoqrbvDw,Rime di madonna Gaspara Stampa,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JD38F6WZ6Bni,condottiero,,,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Queste rive, ch'amai sì caldamente",,,"Queste rive, ch'amai sì caldamente","Queste rive, ch'amai sì caldamente.md",QETKKYAdjHc2,458494912736321268504,text,,,,,,,,,,,,,,,,,,,,,,,"Queste rive, ch'amai sì caldamente,
Rive sovra tutt'altre alme, e beate,
Fido albergo di cara libertate,
Nido d'illustre, e riposata gente.

Chi'l crederia? mi son novellamente
Sì fattamente fuor del cor' andate;
Che di passar con lor le mie giornate
Mi doglio meco, e mi pento sovente.

E tutti i miei disiri, e i miei pensieri
Mirano a quel bel Colle, ove hora stanza
Il mio Signor', e i suoi due lumi alteri.

Quivi per acquetar la desianza,
Spenderei tutta seco volentieri
Questa vita penosa, che m'avanza."
