class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F033570000101_PPPP00023100C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oBzcScDB6fDj,Paolo Emilio Balzani,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,part_of,,,,,,,,,Del Faunio,29.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGHkPLurgTyx,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V9gBMagpTVV8,gaze,,,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Bastami un guardo solo,,,Bastami un guardo solo,Bastami un guardo solo.md,iAQMdQ5viroN,828474180868666410698,text,,,,,,,,,,,,,,,,,,,,,,,,"Bastami un guardo solo
Ma lieto anima mia, per far ch'io viva;
A che vostra beltà dunque men priva?
Già negar nol dovete,
Né con giusta cagion farlo potete.
Perché mostra impietà chi non concede.
Ad un lungo servir qualche mercede."
