class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F097090001010101_000000057100C,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/baADqnLF4t7X,Tarquinia Molza,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bAdGh4MhQRob,Pietro Cavatoni,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/49Hh97TQ9Css,"Di Pietro Cavatoni veronese, Il primo libro de madrigali a cinque voci",,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7WCh6Zde88yd,Eran le vostre lagrime nel viso,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Cavatoni),,,Eran le vostre lagrime nel viso (Cavatoni),Eran le vostre lagrime nel viso (Cavatoni).md,TMn4CAvg8bXP,523055837663138931039,text,,,,,,,,,,,,,,,
