class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,identifier,http://www.wikidata.org/entity/Q1867806,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,described_by_source,,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,work_location,,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jfbacU6KKbXB,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Accademia Veniera,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dbNtcx3kn4i7,editor,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,related_to,,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,notable_work,,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,interested_in,,,,,,,,,,,,,,,,,
Agent,Ludovico Dolce,,['Ludovico Dolce'],Lodovico Dolce,Lodovico Dolce.md,Mb4nqpu9MxKm,404046897201296965606,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16104.0
