class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,identifier,http://www.wikidata.org/entity/Q105886169,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,described_by_source,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bpRYamR8DUKq,Napoli,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,member_of,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,related_to,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,notable_work,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,interested_in,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Sottile,,,Giovanni Battista Sottile,Giovanni Battista Sottile.md,JNzgwEusvyRM,337775085147632262532,present_in_work,,,,,,,,,,,,,,,,
