class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label,identifier_value
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,work_location,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,member_of,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SJby5JBNBNgr,princess,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,related_to,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,notable_work,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,interested_in,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,catalog_identifier,,,,,,,,,,,,,,,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,present_in_work,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FSsfkMyDLbzE,Orlando furioso,
Agent,Isabella,Isabella.md,Isabella,3sWxWB5XiLtd,38559446291581777976,identifier,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q100429960
