class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value
Concept,reflection,,['mirror image'],reflection,reflection.md,exx9vvCvYu9x,762786058442559951027,identifier,http://www.wikidata.org/entity/Q2703478,,,,,
Concept,reflection,,['mirror image'],reflection,reflection.md,exx9vvCvYu9x,762786058442559951027,described_by_source,,,,,,
Concept,reflection,,['mirror image'],reflection,reflection.md,exx9vvCvYu9x,762786058442559951027,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHdCw4BecfGK,natural phenomenon,,
Concept,reflection,,['mirror image'],reflection,reflection.md,exx9vvCvYu9x,762786058442559951027,subclass_of,,,,,,
Concept,reflection,,['mirror image'],reflection,reflection.md,exx9vvCvYu9x,762786058442559951027,opposite_of,,,,,,
