class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/D7Lfbq5eiaTi,Veronica Gambara.,2.0,Rime di diversi eccellenti autori bresciani,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JJ9ftxTrtEzW,religious war,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AQ8BMzLtqGdk,Protestantism,,,,,,,,,
PoeticWork,Vinca gli sdegni e l'odio vostro antico,,,Vinca gli sdegni e l'odio vostro antico,Vinca gli sdegni e l'odio vostro antico.md,8wsaYNWKXKzd,143318012644199445620,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
