class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,swan,,,swan,swan.md,7refGZLnjZsh,120789903327409142961,identifier,http://www.wikidata.org/entity/Q34384,,,,
Concept,swan,,,swan,swan.md,7refGZLnjZsh,120789903327409142961,described_by_source,,,,,
Concept,swan,,,swan,swan.md,7refGZLnjZsh,120789903327409142961,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZsNG8yssbKzY,animal,
Concept,swan,,,swan,swan.md,7refGZLnjZsh,120789903327409142961,subclass_of,,,,,
