class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,related_to_value,notable_work_value,notable_work_label,interested_in_value,catalog_identifier_value
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,identifier,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,described_by_source,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bpRYamR8DUKq,Napoli,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,member_of,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,occupation,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,related_to,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,notable_work,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BrKoYYaFmdxy,Aeri racolti insieme,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,interested_in,,,,,,,,,,,,,,,
Agent,Rocco Rodio,,,Rocco Rodio,Rocco Rodio.md,YaRHxb8zY6pi,630809925160689320569,catalog_identifier,,,,,,,,,,,,,,,
